cell_id,day,donor,cell_type,technology
c60b5bebde3d,3,13176,MkP,citeseq
9467be469e15,3,13176,EryP,citeseq
bd36c55ee8f6,3,13176,HSC,citeseq
ea8eb3d74aaa,3,13176,HSC,citeseq
75b80054fce3,3,13176,HSC,citeseq
ba86551929b6,3,13176,HSC,citeseq
558ffb1d67fd,3,13176,HSC,citeseq
056d7fc7e039,3,13176,NeuP,citeseq
eaff3ec30fcb,3,13176,MasP,citeseq
32172ad3efc9,3,13176,NeuP,citeseq
1084a907f05b,3,13176,MkP,citeseq
6bb5b716e6bc,3,13176,HSC,citeseq
73d73cd570c6,3,13176,HSC,citeseq
55468e1ac064,3,13176,HSC,citeseq
5955e2b36185,3,13176,MasP,citeseq
ada6745a363f,3,13176,EryP,citeseq
7d74b79ce5a4,3,13176,EryP,citeseq
397100283341,3,13176,HSC,citeseq
09b979588b87,3,13176,HSC,citeseq
997533826cb3,3,13176,NeuP,citeseq
2f994ae0f012,3,13176,HSC,citeseq
b550db622510,3,13176,HSC,citeseq
9643fe771964,3,13176,EryP,citeseq
37992a1f37b2,3,13176,MoP,citeseq
b868307cc7a6,3,13176,EryP,citeseq
4345acbbe8f3,3,13176,MasP,citeseq
8c9c0c4bcb9a,3,13176,HSC,citeseq
9e47b7224680,3,13176,NeuP,citeseq
581f38ba9008,3,13176,HSC,citeseq
a5c32d066e94,3,13176,HSC,citeseq
f0e15d95615a,3,13176,MkP,citeseq
083222bf2f64,3,13176,NeuP,citeseq
c2ebd3ec3f8f,3,13176,HSC,citeseq
72f806a5083f,3,13176,HSC,citeseq
1f624916a5c6,3,13176,EryP,citeseq
7a7ecc4a1990,3,13176,EryP,citeseq
43800eb92131,3,13176,HSC,citeseq
97bb5ba7223d,3,13176,HSC,citeseq
29060d22d2a9,3,13176,MkP,citeseq
a93749874f9d,3,13176,NeuP,citeseq
dbd0db8ed5c5,3,13176,HSC,citeseq
2435dd1f4443,3,13176,HSC,citeseq
57b0e0799443,3,13176,HSC,citeseq
d4c488b38c96,3,13176,EryP,citeseq
fcd1258676e4,3,13176,HSC,citeseq
b9a9e98de9f0,3,13176,EryP,citeseq
3476bee87d73,3,13176,NeuP,citeseq
c7bfdc64e1a1,3,13176,HSC,citeseq
54ca0a2f1997,3,13176,HSC,citeseq
5c04a31b9de6,3,13176,HSC,citeseq
4335c56bda06,3,13176,HSC,citeseq
7824e80947fd,3,13176,EryP,citeseq
445802f1a6ed,3,13176,EryP,citeseq
839929010640,3,13176,MasP,citeseq
dc03a6f637f7,3,13176,HSC,citeseq
f6a9f795d43e,3,13176,HSC,citeseq
048eb7ac2786,3,13176,NeuP,citeseq
f62e09751c2c,3,13176,NeuP,citeseq
6435b68e6baa,3,13176,HSC,citeseq
3ec204063a3f,3,13176,HSC,citeseq
4b91fac9b743,3,13176,HSC,citeseq
90fbf2dd249e,3,13176,NeuP,citeseq
112cf63f773e,3,13176,HSC,citeseq
f080f2f5558f,3,13176,EryP,citeseq
ba4fef12317f,3,13176,HSC,citeseq
57dac54e591a,3,13176,EryP,citeseq
19ed8d5426c3,3,13176,HSC,citeseq
e326f16c6e77,3,13176,HSC,citeseq
09e03693bbfa,3,13176,HSC,citeseq
83c88d4fdf48,3,13176,NeuP,citeseq
f1af570fd6cc,3,13176,HSC,citeseq
bb35d6fad4d8,3,13176,MasP,citeseq
d04099c8d8be,3,13176,HSC,citeseq
fc865322c465,3,13176,NeuP,citeseq
57569fa5153e,3,13176,EryP,citeseq
27fbc8e4d15d,3,13176,EryP,citeseq
107eb70efea4,3,13176,HSC,citeseq
0feab90d9be0,3,13176,NeuP,citeseq
26e985d14fb9,3,13176,HSC,citeseq
a355eb76d99e,3,13176,EryP,citeseq
5fc82dbdc46c,3,13176,MkP,citeseq
bd0a9c90e5d2,3,13176,NeuP,citeseq
120795deb001,3,13176,EryP,citeseq
74f9b9bb68d5,3,13176,EryP,citeseq
fc804a49ac8a,3,13176,MasP,citeseq
40005c159099,3,13176,HSC,citeseq
41d66473a29a,3,13176,HSC,citeseq
12ffdc57a29a,3,13176,EryP,citeseq
f9e7e9eb2710,3,13176,HSC,citeseq
b26d8771e3df,3,13176,MkP,citeseq
3866c7141d2f,3,13176,EryP,citeseq
ad8fdca6d090,3,13176,HSC,citeseq
8a43dee2f556,3,13176,EryP,citeseq
664a0d76c148,3,13176,HSC,citeseq
4bad3b306f59,3,13176,MasP,citeseq
cc691b1424d2,3,13176,EryP,citeseq
83a4ecee5650,3,13176,HSC,citeseq
346d617a0899,3,13176,EryP,citeseq
69433f0078ed,3,13176,EryP,citeseq
129f67d9bdeb,3,13176,MkP,citeseq
79df9cabd708,3,13176,EryP,citeseq
dcf120be1eaa,3,13176,HSC,citeseq
472a364c7454,3,13176,EryP,citeseq
13b3b8f0e3b0,3,13176,MkP,citeseq
1c5d2273db30,3,13176,HSC,citeseq
3ae64061de0c,3,13176,NeuP,citeseq
c5f3366606da,3,13176,HSC,citeseq
b3511e790247,3,13176,HSC,citeseq
b59beb959969,3,13176,EryP,citeseq
e87f33fbe25b,3,13176,NeuP,citeseq
81f8f082bd04,3,13176,HSC,citeseq
5b270f17f2e2,3,13176,EryP,citeseq
89c6069bf1f4,3,13176,HSC,citeseq
d1ac756e0410,3,13176,MkP,citeseq
2d3a3fb8e30c,3,13176,NeuP,citeseq
ccf9025fedd0,3,13176,EryP,citeseq
5b69e86e74d0,3,13176,NeuP,citeseq
feadf5e8891f,3,13176,HSC,citeseq
0151b88af723,3,13176,HSC,citeseq
dd0203fa157f,3,13176,MkP,citeseq
35376bfa51ff,3,13176,HSC,citeseq
9a876f12e2c0,3,13176,EryP,citeseq
62355f717f23,3,13176,HSC,citeseq
6684b565fa36,3,13176,HSC,citeseq
a839e5eaa755,3,13176,EryP,citeseq
84f62a220e9f,3,13176,HSC,citeseq
253178a9cb18,3,13176,HSC,citeseq
2867636684dc,3,13176,HSC,citeseq
b17e5306e282,3,13176,NeuP,citeseq
68609b01694a,3,13176,HSC,citeseq
98b9e79a63f9,3,13176,HSC,citeseq
359345e34825,3,13176,HSC,citeseq
7b1a4c7c7632,3,13176,EryP,citeseq
60d3afc2cd43,3,13176,HSC,citeseq
54018e997d56,3,13176,HSC,citeseq
f613a387a05f,3,13176,NeuP,citeseq
70c27080dd33,3,13176,HSC,citeseq
4bd149064450,3,13176,NeuP,citeseq
a5b2d3890b2f,3,13176,HSC,citeseq
0c7e6069c56c,3,13176,HSC,citeseq
e9b57e1915c8,3,13176,EryP,citeseq
3f7f5b5717fb,3,13176,HSC,citeseq
41b044262e0a,3,13176,HSC,citeseq
9f73959b80e0,3,13176,HSC,citeseq
507246bad299,3,13176,HSC,citeseq
b22a7d0c6ee6,3,13176,HSC,citeseq
a4da01f6b967,3,13176,NeuP,citeseq
5d2a8f7ed35d,3,13176,HSC,citeseq
57dae2b6b1a2,3,13176,HSC,citeseq
97d28635664c,3,13176,NeuP,citeseq
7269ff9af41f,3,13176,NeuP,citeseq
2426cfca9e30,3,13176,HSC,citeseq
fdd86359297e,3,13176,HSC,citeseq
463aca84b79f,3,13176,EryP,citeseq
453523a011e0,3,13176,HSC,citeseq
ba5088d88daf,3,13176,NeuP,citeseq
6b15a29d71b3,3,13176,MasP,citeseq
46b27b8d215f,3,13176,HSC,citeseq
1227de7d3db5,3,13176,HSC,citeseq
abcb4b1b9df8,3,13176,HSC,citeseq
170b455c0456,3,13176,NeuP,citeseq
78a6ced7bcd9,3,13176,NeuP,citeseq
d3f674497fa2,3,13176,NeuP,citeseq
600f9289ae5a,3,13176,EryP,citeseq
a2d7001d96e1,3,13176,MasP,citeseq
2ecc13e1e3a8,3,13176,MkP,citeseq
7215c5dd0f0d,3,13176,NeuP,citeseq
0253c529f21e,3,13176,EryP,citeseq
576adb79acfe,3,13176,HSC,citeseq
155f9758ef77,3,13176,HSC,citeseq
fb247e76901f,3,13176,NeuP,citeseq
95528e52e48c,3,13176,EryP,citeseq
da6dd2b7111c,3,13176,HSC,citeseq
15f9819fe5a6,3,13176,HSC,citeseq
96f5cfa2967e,3,13176,HSC,citeseq
c1c379dd4cb3,3,13176,HSC,citeseq
ebdddd7bece2,3,13176,HSC,citeseq
a18995b9ed7b,3,13176,MasP,citeseq
b1b6b14af2d3,3,13176,HSC,citeseq
43c0e0bac16a,3,13176,HSC,citeseq
f4ff7d11fac1,3,13176,NeuP,citeseq
78fbcb625be5,3,13176,HSC,citeseq
36cf851a8bc2,3,13176,MasP,citeseq
86cc5d0e2398,3,13176,MkP,citeseq
6989e2826daf,3,13176,EryP,citeseq
adb3a1d1d22f,3,13176,EryP,citeseq
45e64c66b92f,3,13176,HSC,citeseq
2350db1ea1e4,3,13176,HSC,citeseq
368ca7b812ad,3,13176,HSC,citeseq
510a6f803223,3,13176,HSC,citeseq
fe9afc36f714,3,13176,HSC,citeseq
82efc19df54d,3,13176,EryP,citeseq
4d587d6184b0,3,13176,HSC,citeseq
13e705eeffa5,3,13176,HSC,citeseq
5cda75d215d6,3,13176,MkP,citeseq
57aaa3fa4982,3,13176,EryP,citeseq
491cbb050b06,3,13176,NeuP,citeseq
02ffb0a07858,3,13176,EryP,citeseq
f7048f4e6e63,3,13176,HSC,citeseq
a65ff84fe44c,3,13176,MkP,citeseq
069cfb60dd47,3,31800,EryP,citeseq
d84f8553ecdf,3,31800,EryP,citeseq
a777e9b302e7,3,31800,MkP,citeseq
a28b9d7d1499,3,31800,NeuP,citeseq
54eabb9273c4,3,31800,HSC,citeseq
1661ee5e8dcd,3,31800,HSC,citeseq
5c72c84bc231,3,31800,HSC,citeseq
47df031c07ca,3,31800,NeuP,citeseq
62e7ec0b868c,3,31800,NeuP,citeseq
452c55664c8f,3,31800,HSC,citeseq
cf3fb8252b7a,3,31800,HSC,citeseq
a1c209336da8,3,31800,HSC,citeseq
52c8e302600e,3,31800,HSC,citeseq
dbcba72ac7b0,3,31800,MkP,citeseq
ee3e9be91d5b,3,31800,HSC,citeseq
d834fb3eb8dd,3,31800,NeuP,citeseq
fdb6fdf39cfb,3,31800,EryP,citeseq
dde90c11f349,3,31800,HSC,citeseq
5f790e2f2065,3,31800,EryP,citeseq
65b885c7663e,3,31800,HSC,citeseq
cbd5a7b4bb58,3,31800,EryP,citeseq
a187e31358d8,3,31800,HSC,citeseq
42cb1fa7ee11,3,31800,NeuP,citeseq
c2937984eefc,3,31800,EryP,citeseq
b706ee466a67,3,31800,EryP,citeseq
2b666882a28d,3,31800,EryP,citeseq
bc0d6c2ddfe3,3,31800,HSC,citeseq
7e378e23d146,3,31800,HSC,citeseq
91ecca333d9f,3,31800,MkP,citeseq
41a518269be0,3,31800,MkP,citeseq
16b5a2cbac65,3,31800,NeuP,citeseq
fa2d90b996f0,3,31800,HSC,citeseq
84966af966d3,3,31800,NeuP,citeseq
00144b87ad87,3,31800,MasP,citeseq
5ec83ceb3064,3,31800,MkP,citeseq
e21ab130ccb7,3,31800,HSC,citeseq
c6aa3c77838a,3,31800,HSC,citeseq
195978f95f1e,3,31800,EryP,citeseq
ede50a9d2e5b,3,31800,MkP,citeseq
7e0ce351d23f,3,31800,HSC,citeseq
c670ee0e26cd,3,31800,HSC,citeseq
15b066fb4337,3,31800,HSC,citeseq
b319ab62f588,3,31800,NeuP,citeseq
28c11ea83c97,3,31800,MasP,citeseq
a781cb891de4,3,31800,HSC,citeseq
a9900e33c65d,3,31800,HSC,citeseq
0fde900be4af,3,31800,EryP,citeseq
9c3a1829f468,3,31800,HSC,citeseq
d37f3678219d,3,31800,HSC,citeseq
a154e268296b,3,31800,HSC,citeseq
f881822330e5,3,31800,EryP,citeseq
f6592e5d8075,3,31800,HSC,citeseq
b832d22bceac,3,31800,HSC,citeseq
aa4877f12774,3,31800,MasP,citeseq
4a8b510c2048,3,31800,HSC,citeseq
bffeaaab6404,3,31800,MasP,citeseq
4aaeff86ef3a,3,31800,MoP,citeseq
3a9c6cd2c8fa,3,31800,HSC,citeseq
a80395ad2287,3,31800,HSC,citeseq
cacc01d6ebd7,3,31800,HSC,citeseq
6ad319ff84ba,3,31800,EryP,citeseq
62d7d0df7da9,3,31800,HSC,citeseq
a94167b3c8be,3,31800,HSC,citeseq
bcac29db15d5,3,31800,HSC,citeseq
a2e249e73844,3,31800,HSC,citeseq
65c5a532389f,3,31800,MkP,citeseq
912806bb2598,3,31800,MasP,citeseq
bbf38f4a4f95,3,31800,EryP,citeseq
0107bc4780ee,3,31800,NeuP,citeseq
43280a18f467,3,31800,EryP,citeseq
05bbbefa40ea,3,31800,NeuP,citeseq
efc36b1b2f3e,3,31800,NeuP,citeseq
e8a115f56189,3,31800,NeuP,citeseq
33f8797af301,3,31800,HSC,citeseq
a16befd7df92,3,31800,HSC,citeseq
a1c6ef2b58fc,3,31800,EryP,citeseq
3fb5d655a81f,3,31800,HSC,citeseq
b94e1a5a8b69,3,31800,HSC,citeseq
e9cc67f43278,3,31800,EryP,citeseq
688e8ea0a25f,3,31800,HSC,citeseq
b8e5d6c0ccfc,3,31800,HSC,citeseq
6922a45c1f22,3,31800,HSC,citeseq
53e2658b0aa0,3,31800,MkP,citeseq
e84b431e6970,3,31800,HSC,citeseq
c02414319cff,3,31800,HSC,citeseq
f342d95c0402,3,31800,HSC,citeseq
9a2c815028c8,3,31800,NeuP,citeseq
f763906e9d80,3,31800,NeuP,citeseq
9216c5bcec5b,3,31800,NeuP,citeseq
4771fc25d0d0,3,31800,MasP,citeseq
8712ff43fac9,3,31800,NeuP,citeseq
3f2a5cf61bfa,3,31800,MasP,citeseq
2d64b5879169,3,31800,EryP,citeseq
ff9aeea89cbc,3,31800,HSC,citeseq
7c018d2fb8cf,3,31800,MasP,citeseq
3ba904d634be,3,31800,NeuP,citeseq
3f73beb11f93,3,31800,EryP,citeseq
7c9d78d9d9b0,3,31800,HSC,citeseq
5c2dcdcb1efd,3,31800,HSC,citeseq
61b98ab7523a,3,31800,HSC,citeseq
7d77f7cb94f0,3,31800,HSC,citeseq
5d680d0da845,3,31800,HSC,citeseq
91bbf9c94ca1,3,31800,HSC,citeseq
d930dedfbc45,3,31800,EryP,citeseq
5e932822cf0d,3,31800,MkP,citeseq
db16657d5945,3,31800,HSC,citeseq
2ff2d53a5d0a,3,31800,MasP,citeseq
7ce4d7229306,3,31800,NeuP,citeseq
5a54d32fc4ec,3,31800,HSC,citeseq
100ee3c2e73d,3,31800,HSC,citeseq
4ae5405c4d3e,3,31800,HSC,citeseq
d2d496f605e6,3,31800,NeuP,citeseq
0fc593981873,3,31800,EryP,citeseq
4f8c1cf9efbc,3,31800,HSC,citeseq
b498ee1fabb0,3,31800,HSC,citeseq
ce072ee518a8,3,31800,HSC,citeseq
4b6983448eca,3,31800,HSC,citeseq
022555ac3e5e,3,31800,NeuP,citeseq
90dbe33ec544,3,31800,EryP,citeseq
ee1c6feef566,3,31800,HSC,citeseq
00348d2d181f,3,31800,NeuP,citeseq
82000fcd52b5,3,31800,MasP,citeseq
49f7e73ef229,3,31800,HSC,citeseq
aee5acb58940,3,31800,MasP,citeseq
ff0cf15c2ec3,3,31800,HSC,citeseq
d23b055d35ae,3,31800,EryP,citeseq
c5ed81386a7a,3,31800,NeuP,citeseq
b79417c1f4bf,3,31800,MasP,citeseq
c2d60bf919a5,3,31800,HSC,citeseq
e4ba79cbff58,3,31800,NeuP,citeseq
456f37dca4f7,3,31800,HSC,citeseq
39bc10456a72,3,31800,HSC,citeseq
3278312371ac,3,31800,HSC,citeseq
68d60c745704,3,31800,EryP,citeseq
c7ffc4a162b9,3,31800,HSC,citeseq
c0a383c254c8,3,31800,HSC,citeseq
483c4b9d2b1f,3,31800,NeuP,citeseq
b2c96b60b592,3,31800,HSC,citeseq
65004e29fac8,3,31800,NeuP,citeseq
10d3ff9092c9,3,31800,HSC,citeseq
199d6e2576a9,3,31800,HSC,citeseq
1d34b481f6e7,3,31800,HSC,citeseq
fd9673801251,3,31800,EryP,citeseq
cac0a5d67f1f,3,31800,NeuP,citeseq
0af8307d9003,3,31800,MasP,citeseq
b711a1eaa9ed,3,31800,EryP,citeseq
9eb88a1d151b,3,31800,HSC,citeseq
9ac3908743be,3,31800,HSC,citeseq
1edce317d5fe,3,31800,NeuP,citeseq
e28c6a794c0a,3,31800,HSC,citeseq
abe902ef0d6c,3,31800,EryP,citeseq
3a62d82f6d80,3,31800,EryP,citeseq
cc712aa9fc36,3,31800,HSC,citeseq
7275f7619789,3,31800,HSC,citeseq
65fb11c938cd,3,31800,HSC,citeseq
104b1251a6c2,3,31800,HSC,citeseq
ee04380b3f4c,3,31800,HSC,citeseq
ad96dbf75ff6,3,31800,HSC,citeseq
d90701b9943e,3,31800,NeuP,citeseq
03e0095e3de4,3,31800,MkP,citeseq
2b6b9281958a,3,31800,MkP,citeseq
62eef41c43cb,3,31800,MkP,citeseq
8164d09217a9,3,31800,MasP,citeseq
eec087c7b00f,3,31800,NeuP,citeseq
cafe552c65da,3,31800,MasP,citeseq
f5eafdce3ae6,3,31800,HSC,citeseq
8d1f9b981138,3,31800,HSC,citeseq
e3fa00567161,3,31800,HSC,citeseq
2cb60df7c894,3,31800,HSC,citeseq
da7bf66d9be5,3,31800,MkP,citeseq
e2be6c1597d7,3,31800,HSC,citeseq
c7137a405f27,3,31800,EryP,citeseq
5db4b117cbbd,3,31800,HSC,citeseq
803b3bec81ac,3,31800,EryP,citeseq
0ac68e83c759,3,31800,NeuP,citeseq
608edae66db8,3,31800,EryP,citeseq
c689b9d396f8,3,31800,MkP,citeseq
d31210ea1fd4,3,31800,HSC,citeseq
d838db4fa954,3,31800,EryP,citeseq
141895d389fb,3,31800,MasP,citeseq
80e9f8b66d20,3,31800,MkP,citeseq
b971dba53ee2,3,31800,EryP,citeseq
ffcd1441cce2,3,31800,MkP,citeseq
86457cd9de61,3,31800,HSC,citeseq
b287deec000f,3,31800,HSC,citeseq
6e2f683f569e,3,31800,HSC,citeseq
a21b6aa15031,3,31800,EryP,citeseq
c43b436ee474,3,31800,NeuP,citeseq
3da88422579c,3,31800,HSC,citeseq
4a575b61a61c,3,31800,EryP,citeseq
e9d79e67863c,3,31800,EryP,citeseq
1daa14d734ad,3,31800,EryP,citeseq
4374c2367bde,3,31800,HSC,citeseq
3bf688d7f415,3,31800,HSC,citeseq
9b6659956560,3,31800,EryP,citeseq
e00a41c4ba33,3,31800,EryP,citeseq
7030550360d9,3,31800,NeuP,citeseq
239e7603962b,3,31800,HSC,citeseq
cf9f0dc4651a,3,31800,EryP,citeseq
88e6023f21d0,3,31800,NeuP,citeseq
2ab82d179bdd,3,32606,MasP,citeseq
833444e73f77,3,32606,HSC,citeseq
028060513e4b,3,32606,MkP,citeseq
c345d1166d07,3,32606,NeuP,citeseq
2824cba71323,3,32606,MkP,citeseq
214841e7c956,3,32606,NeuP,citeseq
056060504a69,3,32606,HSC,citeseq
32a42fd48b1e,3,32606,EryP,citeseq
474356ef31c9,3,32606,EryP,citeseq
bdfa27831ed7,3,32606,EryP,citeseq
9ab27febc0ea,3,32606,MasP,citeseq
d616d4596c24,3,32606,EryP,citeseq
0641e2950f67,3,32606,HSC,citeseq
071baf3a96e2,3,32606,MasP,citeseq
2772dbb33fe5,3,32606,MkP,citeseq
40a4f1f49503,3,32606,HSC,citeseq
e8051af458b0,3,32606,EryP,citeseq
b39cdc11f832,3,32606,EryP,citeseq
c1dbab1336fc,3,32606,HSC,citeseq
d05f9c859b5e,3,32606,HSC,citeseq
54f9b0003519,3,32606,HSC,citeseq
6d0e4c8c2f03,3,32606,HSC,citeseq
4c9ecfbc2a6e,3,32606,HSC,citeseq
0d94dbd08cb1,3,32606,HSC,citeseq
e62ca0c8629c,3,32606,HSC,citeseq
ee3acd91b7ca,3,32606,HSC,citeseq
9a2b81ca2546,3,32606,EryP,citeseq
69e791befb11,3,32606,NeuP,citeseq
04d0cbdb79ca,3,32606,HSC,citeseq
dc508ec71b9d,3,32606,EryP,citeseq
826467433ac4,3,32606,MasP,citeseq
7946ffec127e,3,32606,HSC,citeseq
29452a41db50,3,32606,HSC,citeseq
742bd0baa863,3,32606,HSC,citeseq
6677925999cb,3,32606,HSC,citeseq
c514dfc6e482,3,32606,HSC,citeseq
1005d1fdd584,3,32606,HSC,citeseq
b9b14c1ca05b,3,32606,MasP,citeseq
50ca04674927,3,32606,EryP,citeseq
8197763627e3,3,32606,HSC,citeseq
cce0021c558f,3,32606,NeuP,citeseq
3754e0afd9f5,3,32606,HSC,citeseq
fcbb9d619c4b,3,32606,EryP,citeseq
60978a134a71,3,32606,MasP,citeseq
05c0549fc0ca,3,32606,HSC,citeseq
7a2b690aa5d6,3,32606,EryP,citeseq
2bdae3cf6b49,3,32606,HSC,citeseq
f8fba9bdc09b,3,32606,MkP,citeseq
54e084199b9f,3,32606,NeuP,citeseq
5a4498d3e7d0,3,32606,NeuP,citeseq
a8fcad94b526,3,32606,MoP,citeseq
768c4cee2fd3,3,32606,HSC,citeseq
42574b355ba1,3,32606,MasP,citeseq
ceedaa8e35a0,3,32606,MasP,citeseq
a9aaa26fa540,3,32606,NeuP,citeseq
58b37a2e3c3b,3,32606,HSC,citeseq
79879144e83c,3,32606,MasP,citeseq
db3a7a831d86,3,32606,EryP,citeseq
ad2a25d621dc,3,32606,EryP,citeseq
6d0d7f924063,3,32606,EryP,citeseq
f25775ccbb42,3,32606,HSC,citeseq
135faa1772f3,3,32606,MasP,citeseq
bd6fe38aa571,3,32606,HSC,citeseq
9b24dd0511c5,3,32606,EryP,citeseq
9f18e97d5ba9,3,32606,HSC,citeseq
649ef6a949c3,3,32606,MasP,citeseq
240fb87ed5b9,3,32606,EryP,citeseq
f6632b80e6f9,3,32606,HSC,citeseq
0abd3fb9829f,3,32606,HSC,citeseq
f33aa4265e53,3,32606,HSC,citeseq
2b203515e5b5,3,32606,HSC,citeseq
a14f5d3060c8,3,32606,EryP,citeseq
dcb6b8896ee5,3,32606,NeuP,citeseq
97dd011c71ff,3,32606,MasP,citeseq
62dda1c9f727,3,32606,EryP,citeseq
8897c6cb4083,3,32606,HSC,citeseq
56d3acfb074e,3,32606,MkP,citeseq
63c1c08ffb04,3,32606,NeuP,citeseq
9d08564c6544,3,32606,HSC,citeseq
60266680c9c5,3,32606,HSC,citeseq
7eb27875bef4,3,32606,HSC,citeseq
53a1875befe5,3,32606,MasP,citeseq
bc2a52c8b934,3,32606,HSC,citeseq
605854322bea,3,32606,EryP,citeseq
bdd305ffb5c5,3,32606,HSC,citeseq
6789750b1d47,3,32606,HSC,citeseq
38237c7eb868,3,32606,EryP,citeseq
ac0edd353893,3,32606,MasP,citeseq
59eeee27449b,3,32606,EryP,citeseq
e05e355f2ed1,3,32606,MasP,citeseq
38dd9c356d18,3,32606,HSC,citeseq
74b98ffe69a0,3,32606,EryP,citeseq
a7bad32623c9,3,32606,EryP,citeseq
5d843fc4a471,3,32606,HSC,citeseq
47716dbd7829,3,32606,EryP,citeseq
e12f2662a85d,3,32606,HSC,citeseq
5c2782c49ac3,3,32606,EryP,citeseq
6ec7e91e32da,3,32606,HSC,citeseq
4d2a3c47d995,3,32606,MasP,citeseq
15c85ff7ecc9,3,32606,EryP,citeseq
a0b71e43f358,3,32606,HSC,citeseq
6fa186891b54,3,32606,NeuP,citeseq
c6d177f14c0d,3,32606,MasP,citeseq
fe39474505b6,3,32606,HSC,citeseq
287d18bfd3bb,3,32606,HSC,citeseq
008a497c17bb,3,32606,HSC,citeseq
af54290cc93e,3,32606,HSC,citeseq
7efe781e4ecb,3,32606,MkP,citeseq
7b896b305b0c,3,32606,HSC,citeseq
4722bb866a97,3,32606,NeuP,citeseq
90cd5bcf502f,3,32606,EryP,citeseq
385f5858ad9e,3,32606,HSC,citeseq
cf6f8d4baddd,3,32606,NeuP,citeseq
d2684a026ef0,3,32606,NeuP,citeseq
514e474843eb,3,32606,HSC,citeseq
e24d8bab295e,3,32606,NeuP,citeseq
92fecb493e32,3,32606,HSC,citeseq
1673446e90b7,3,32606,HSC,citeseq
256cad446d87,3,32606,HSC,citeseq
bed2e9537c5b,3,32606,MasP,citeseq
989f6ef7f475,3,32606,HSC,citeseq
2887b48856e1,3,32606,HSC,citeseq
dc583e6f4520,3,32606,NeuP,citeseq
ade3035c1b35,3,32606,HSC,citeseq
80ccc8eb4b4d,3,32606,NeuP,citeseq
95e603ae822b,3,32606,EryP,citeseq
b9c297773501,3,32606,NeuP,citeseq
4987a29568f3,3,32606,HSC,citeseq
46e1ecd104b9,3,32606,NeuP,citeseq
7239db62eb46,3,32606,HSC,citeseq
689ca37ba37c,3,32606,HSC,citeseq
a9c7db91367c,3,32606,NeuP,citeseq
710ec45f38a6,3,32606,HSC,citeseq
2af96809f7e9,3,32606,EryP,citeseq
351e5d82af48,3,32606,HSC,citeseq
0de4d2aa9da2,3,32606,NeuP,citeseq
6f8416260403,3,32606,HSC,citeseq
fe372da0fd8f,3,32606,MasP,citeseq
9d1b1020d412,3,32606,EryP,citeseq
e83393aec771,3,32606,HSC,citeseq
fc9a8d037cc2,3,32606,NeuP,citeseq
b626f87d8b25,3,32606,MkP,citeseq
2dc9f8e66c99,3,32606,MasP,citeseq
9a3afd7042b8,3,32606,HSC,citeseq
2653ed5e1595,3,32606,EryP,citeseq
cf8914c9a1cb,3,32606,MasP,citeseq
bc7917d4b0b7,3,32606,HSC,citeseq
44c95414f718,3,32606,NeuP,citeseq
3ab1ab0c1104,3,32606,EryP,citeseq
db2840fe6821,3,32606,NeuP,citeseq
0ec058422e43,3,32606,HSC,citeseq
2a648a85131f,3,32606,HSC,citeseq
bea0345898cf,3,32606,EryP,citeseq
67ca49bdd247,3,32606,EryP,citeseq
659af1711f26,3,32606,MasP,citeseq
6544184c5a3c,3,32606,EryP,citeseq
38089b666ac4,3,32606,HSC,citeseq
8c88ef88e0f9,3,32606,MasP,citeseq
9d82d65f8d6b,3,32606,MasP,citeseq
38d3788bd31f,3,32606,HSC,citeseq
27e8f0a8cc99,3,32606,HSC,citeseq
bf45175d632e,3,32606,NeuP,citeseq
f62a26c187fc,3,32606,EryP,citeseq
21e24eda4513,3,32606,HSC,citeseq
5c844ec463e2,3,32606,MkP,citeseq
aff2b8bdcff8,3,32606,NeuP,citeseq
1f1f4cdd8b5a,3,32606,MoP,citeseq
c01d331ff09b,3,32606,EryP,citeseq
3802d42f60ad,3,32606,HSC,citeseq
e40905580549,3,32606,NeuP,citeseq
732872615f33,3,32606,HSC,citeseq
6e3b2818fc6e,3,32606,HSC,citeseq
79a75fda68ae,3,32606,HSC,citeseq
e78205d94f2f,3,32606,EryP,citeseq
1c29951a8537,3,32606,HSC,citeseq
b0042852294f,3,32606,NeuP,citeseq
b5b8e4d91302,3,32606,HSC,citeseq
0144311604af,3,32606,HSC,citeseq
5d2b3baecb19,3,32606,EryP,citeseq
53168176cd7f,3,32606,NeuP,citeseq
97bf4e5bc82e,3,32606,HSC,citeseq
3671b25eb033,3,32606,NeuP,citeseq
f26ff2b11b6e,3,32606,EryP,citeseq
508552e2d07d,3,32606,NeuP,citeseq
676aa9a404d5,3,32606,NeuP,citeseq
0562b91618ea,3,32606,NeuP,citeseq
5495047566e6,3,32606,HSC,citeseq
a7f9570cde7b,3,32606,NeuP,citeseq
a5d8fa47f6b0,3,32606,EryP,citeseq
20036711948c,3,32606,HSC,citeseq
9450eca37ac5,3,32606,EryP,citeseq
b40ece87f71e,3,32606,NeuP,citeseq
a5e3ae70f911,3,32606,EryP,citeseq
fecbf8ad3c47,3,32606,HSC,citeseq
513fe8e52d77,3,32606,NeuP,citeseq
c92ea3917d6d,3,32606,HSC,citeseq
53ce7f478119,3,32606,MasP,citeseq
1adf9ca95bf0,3,32606,EryP,citeseq
c994c16cf30a,3,32606,HSC,citeseq
6d5a21e62461,3,32606,HSC,citeseq
